SourceHash,RawStoredPath,AsOfLocal,AsOfTimeZone,AccountId,MaskedAccount,AccountLabel,PositionRaw,Symbol,Quantity,LotCount,DateAcquired,Term,CostBasis,ULPrice,ULChange,Mark,MarkChange,NetCostBasis,TodaysNetGain,OpenNetGain,MarketValue,Bid,Ask,EarningsDate
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,GM +200 Shares (6 lots),GM,200,6,06/02/2026,Short term,8.1775575,8.15,0.065,8.15,0.065,8.1775575,13,-5.5115,1630,8.11,8.15,2026-07-21
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,GOOG +45 Shares (7 lots),GOOG,45,7,05/29/2026,Short term,37.1388666667,35.816,0.16,35.816,0.16,37.1388666667,7.2,-59.529,1611.72,35.903,35.92,2026-07-23
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,HHH +135 Shares (5 lots),HHH,135,5,10/08/2025,Short term,8.4053777778,6.686,0.02,6.686,0.02,8.4053777778,2.7,-232.116,902.61,6.646,6.736,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,IAUM +400 Shares (6 lots),IAUM,400,6,03/02/2026,Short term,4.974875,4.196,0.004,4.196,0.004,4.974875,2.5,-311.55,1678.4,4.17,4.207,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,IBIT +200 Shares (1 lot),IBIT,200,1,06/12/2026,Short term,3.5875,3.604,-0.001,3.604,-0.001,3.5875,3.3,3.3,720.8,3.598,3.6,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,ICHR +110 Shares (2 lots),ICHR,110,2,06/11/2026,Short term,7.9782727273,8.68,0.276,8.68,0.276,7.9782727273,20.61,77.19,954.8,8.6,8.815,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,IGM +45 Shares (1 lot),IGM,45,1,06/02/2026,Short term,17.0108888889,15.936,0.109,15.936,0.109,17.0108888889,4.905,-48.37,717.12,15.825,16.105,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,INCY +75 Shares (1 lot),INCY,75,1,06/10/2026,Short term,10.855,10.853,0.07,10.853,0.07,10.855,5.25,-0.15,813.975,10.5,10.95,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,INDV +325 Shares (4 lots),INDV,325,4,06/08/2026,Short term,3.8175753846,3.848,0.035,3.848,0.035,3.8175753846,11.375,9.888,1250.6,3.695,3.9,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,JAZZ +15 Shares (1 lot),JAZZ,15,1,06/08/2026,Short term,23.1895333333,23.056,-0.561,23.056,-0.561,23.1895333333,-8.415,-2.003,345.84,22.5,23.988,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,KGC +366 Shares (4 lots),KGC,366,4,01/21/2026,Short term,3.0917213115,2.558,0.072,2.558,0.072,3.0917213115,26.352,-195.342,936.228,2.558,2.566,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,LRN +30 Shares (1 lot),LRN,30,1,09/10/2025,Short term,16.36,9.771,-0.176,9.771,-0.176,16.36,-5.28,-197.67,293.13,9.24,10.231,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MDLZ +15 Shares (1 lot),MDLZ,15,1,06/12/2026,Short term,6.332,6.299,-0.037,6.299,-0.037,6.332,-0.495,-0.495,94.485,6.249,6.308,2026-07-28
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MKOR +115 Shares (2 lots),MKOR,115,2,05/27/2026,Short term,6.6350217391,6.70095,0.12095,6.70095,0.12095,6.6350217391,4.12175,7.58175,770.60925,4.001,99.999,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MLPI +305 Shares (7 lots),MLPI,305,7,05/15/2026,Short term,5.6894721311,5.616,0.047,5.616,0.047,5.6894721311,14.335,-22.409,1712.88,5.566,5.64,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MRK +350 Shares (5 lots),MRK,350,5,02/18/2026,Short term,12.0220571429,11.905,-0.171,11.905,-0.171,12.0220571429,-54.269995,-40.97,4166.75,11.91,11.938,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MSFT +130 Shares (17 lots),MSFT,130,17,04/29/2026,Short term,41.7847846154,39.074,0.04,39.074,0.04,41.7847846154,8.05,-352.402,5079.62,39.06,39.07,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MTZ +7 Shares (1 lot),MTZ,7,1,06/11/2026,Short term,35.1115714286,36.297,0.447,36.297,0.447,35.1115714286,3.129,8.298,254.079,35.501,37,2026-07-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MXL +90 Shares (2 lots),MXL,90,2,06/05/2026,Short term,8.4690388889,8.446,0.337,8.446,0.337,8.4690388889,30.33,-2.0735,760.14,8.49,8.533,2026-07-22
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,MYRG +25 Shares (2 lots),MYRG,25,2,05/29/2026,Short term,46.323,44.572,2.064,44.572,2.064,46.323,51.6,-43.775,1114.3,40.5,49.304,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,NBIS +5 Shares (1 lot),NBIS,5,1,06/08/2026,Short term,23.862,23.236,1.012,23.236,1.012,23.862,5.06,-3.13,116.18,23.583,23.585,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,NEM +90 Shares (3 lots),NEM,90,3,02/20/2026,Short term,11.7214111111,10.023,0.264,10.023,0.264,11.7214111111,23.76,-152.857,902.07,10.026,10.1,2026-07-23
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,NEXA +900 Shares (4 lots),NEXA,900,4,05/15/2026,Short term,1.5518933333,1.373,0.082,1.373,0.082,1.5518933333,73.8,-161.004,1235.7,1.375,1.387,2026-07-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,NLCP +1200 Shares (3 lots),NLCP,1200,3,05/29/2026,Short term,1.5302083333,1.535,0.009,1.535,0.009,1.5312741667,10.8,4.471,1842,1.526,1.535,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,NVDA +45 Shares (1 lot),NVDA,45,1,06/03/2026,Short term,21.69,20.519,0.032,20.519,0.032,21.69,1.44,-52.695,923.355,20.542,20.544,2026-08-26
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PARR +338 Shares (7 lots),PARR,338,7,05/04/2026,Short term,6.105795858,5.582,0.044,5.582,0.044,6.105795858,14.872,-177.043,1886.716,5.45,5.678,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PBR +375 Shares (3 lots),PBR,375,3,06/08/2026,Short term,1.8059053333,1.838,0.014,1.838,0.014,1.8059053333,5.25,12.0355,689.25,1.825,1.84,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PINE +2995 Shares (10 lots),PINE,2995,10,04/30/2026,Short term,1.9647707813,2.015,0.04,2.015,0.04,1.9647707813,119.8,150.43651,6034.925,1.95,2.021,2026-07-23
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PLTR +180 Shares (4 lots),PLTR,180,4,06/02/2026,Short term,15.2067944444,12.799,-0.309,12.799,-0.309,15.2067944444,-55.62,-433.403,2303.82,12.821,12.822,2026-08-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PM +5 Shares (1 lot),PM,5,1,06/12/2026,Short term,18.1,18.43,0.353,18.43,0.353,18.1,1.65,1.65,92.15,18.168,18.58,2026-07-22
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PPLT +530 Shares (6 lots),PPLT,530,6,01/15/2026,Short term,2.0556981132,1.554,-0.009,1.554,-0.009,2.0556981132,-4.77,-265.9,823.62,1.551,1.57,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PSIX +125 Shares (2 lots),PSIX,125,2,06/11/2026,Short term,4.0092,4.072,0.014,4.072,0.014,4.0092,-5.425,7.85,509,4.053,4.179,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PSTL +1050 Shares (12 lots),PSTL,1050,12,03/05/2026,Short term,2.2629166667,2.389,0.03,2.389,0.03,2.2629166667,31.5,132.3875,2508.45,2.3,2.45,2026-08-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,PSUS +970 Shares (10 lots),PSUS,970,10,05/28/2026,Short term,3.8518953608,3.788,0.062,3.788,0.062,3.8518953608,60.14,-61.9785,3674.36,3.774,3.9,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,REMX +120 Shares (6 lots),REMX,120,6,05/08/2026,Short term,9.7893333333,9.55,0.254,9.55,0.254,9.7893333333,30.48,-28.72,1146,9.525,9.63,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,RTX +70 Shares (3 lots),RTX,70,3,05/29/2026,Short term,18.0205928571,18.353,-0.068,18.353,-0.068,18.0205928571,-4.76,23.2685,1284.71,18.276,18.4,2026-07-21
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SHLD +130 Shares (2 lots),SHLD,130,2,04/10/2026,Short term,6.8652,6.382,-0.133,6.382,-0.133,6.8652,-17.29,-62.816,829.66,6.39,6.5,2018-11-30
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SIL +90 Shares (3 lots),SIL,90,3,01/28/2026,Short term,10.5026,8.168,0.259,8.168,0.259,10.5026,23.31,-210.114,735.12,8.175,8.238,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SIVR +140 Shares (3 lots),SIVR,140,3,03/02/2026,Short term,8.3707892857,6.443,0.05,6.443,0.05,8.3707892857,7,-269.8905,902.02,6.441,6.466,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SLV +125 Shares (5 lots),SLV,125,5,03/02/2026,Short term,7.463832,6.129,0.047,6.129,0.047,7.463832,5.875,-166.854,766.125,6.145,6.15,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SMCI +350 Shares (4 lots),SMCI,350,4,06/03/2026,Short term,3.51772,3.046,-0.151,3.046,-0.151,3.51772,-11.402003,-165.102,1066.1,3.082,3.085,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SOXX +25 Shares (2 lots),SOXX,25,2,06/08/2026,Short term,58.2034,59.625,0.932,59.625,0.932,58.2034,18.71,35.54,1490.625,59.98,60.055,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX +150 Shares (2 lots),SPCX,150,2,06/12/2026,Short term,16.4576666667,16.095,2.595,16.095,2.595,16.4576666667,-54.4,-54.4,2414.25,16.671,16.685,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SPMO +244 Shares (2 lots),SPMO,244,2,06/12/2026,Short term,15.2090778689,15.248,0.19,15.248,0.19,15.2090778689,9.4969984,9.497,3720.512,15.268,15.3,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SSRM +700 Shares (4 lots),SSRM,700,4,04/08/2026,Short term,3.3917235714,2.723,0.091,2.723,0.091,3.3917235714,63.7,-468.1065,1906.1,2.723,2.73,2026-08-04
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,STRL +15 Shares (1 lot),STRL,15,1,06/08/2026,Short term,89.434,85.899,2.044,85.899,2.044,89.434,30.66,-53.025,1288.485,86.2,86.5,2026-08-03
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,SYF +110 Shares (3 lots),SYF,110,3,09/10/2025,Short term,7.5827,7.336,0.103,7.336,0.103,7.5827,11.33,-27.137,806.96,6.9,7.4,2026-07-21
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,THG +175 Shares (6 lots),THG,175,6,06/08/2026,Short term,19.5966371429,19.765,0.253,19.765,0.253,19.5966371429,44.275,29.4635,3458.875,19.727,19.834,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,TIGO +50 Shares (1 lot),TIGO,50,1,06/10/2026,Short term,8.96064,9.377,0.166,9.377,0.166,8.96064,8.3,20.818,468.85,9.379,9.501,2026-08-06
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,TSLA +50 Shares (5 lots),TSLA,50,5,01/15/2026,Short term,39.69896,40.643,0.728,40.643,0.728,39.69896,36.4,47.202,2032.15,40.6,40.61,2026-07-22
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,TTMI +50 Shares (3 lots),TTMI,50,3,05/28/2026,Short term,18.89596,19.405,0.684,19.405,0.684,18.89596,23.58,25.452,970.25,19.57,19.8,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,UBER +200 Shares (5 lots),UBER,200,5,07/15/2025,Short term,8.799465,6.885,-0.07,6.885,-0.07,8.799465,-14,-382.893,1377,6.882,6.886,2026-08-05
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,UNFI +550 Shares (9 lots),UNFI,550,9,05/20/2026,Short term,5.2115772727,5.039,0.053,5.039,0.053,5.2115772727,29.15,-94.9175,2771.45,4.915,5.318,2026-09-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,UNH +125 Shares (4 lots),UNH,125,4,06/10/2026,Short term,40.69704,40.852,0.297,40.852,0.297,40.69704,25.87,19.37,5106.5,40.79,40.9,2026-07-16
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,URA +110 Shares (4 lots),URA,110,4,10/31/2025,Short term,5.4212863636,4.552,0.069,4.552,0.069,5.4212863636,7.59,-95.6215,500.72,4.563,4.59,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,USAR +600 Shares (3 lots),USAR,600,3,06/08/2026,Short term,2.20196,2.199,-0.057,2.199,-0.057,2.20196,-34.2,-1.776,1319.4,2.2,2.204,2026-08-10
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,USO +165 Shares (3 lots),USO,165,3,06/09/2026,Short term,13.1861818182,12.543,-0.34,12.543,-0.34,13.1861818182,-56.1,-106.125,2069.595,12.545,12.55,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,VGSH +100 Shares (1 lot),VGSH,100,1,05/26/2026,Short term,5.82499,5.816,-0.002,5.816,-0.002,5.82499,-0.2,-0.899,581.6,5.816,5.825,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,VRT +5 Shares (1 lot),VRT,5,1,05/14/2026,Short term,37.113,30.287,0.499,30.287,0.499,37.113,2.495,-34.13,151.435,30.36,30.48,2026-07-29
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,VTIP +100 Shares (1 lot),VTIP,100,1,05/27/2026,Short term,5.0335,5.035,-0.002,5.035,-0.002,5.0335,-0.2,0.15,503.5,5.03,5.046,--
9e73420ee0a091176433122c41f8c80713630021a9a2d0bb01dbf720133da4e4,data/raw/etrade/portfolio_lot_level/20260614-181829-29adb4581805-PortfolioDownloadLotLevel.csv,2026-06-14 20:49:00,EST,900001001,x1001,Traditional IRA - x1001,XOM +125 Shares (3 lots),XOM,125,3,06/10/2026,Short term,15.0982,14.701,0.041,14.701,0.041,15.0982,5.125,-49.65,1837.625,14.679,14.7,2026-07-31
75da632b6d88410327751e98f443d04e2c80759f5318eecd3ca64d9455bef96c,data/raw/etrade/portfolio_lot_level/20260616-170446-98736df49fee-PositionsLotLevel.csv,2026-06-16 19:58:00,EST,900001002,x1002,Individual Brokerage - x1002,LITE +5 Shares (3 lots),LITE,5,3,04/14/2026,Short term,88.3588,87.536,-8.188,87.536,-8.188,88.3588,-40.94,-4.114,437.68,88,88.25,2026-08-12
75da632b6d88410327751e98f443d04e2c80759f5318eecd3ca64d9455bef96c,data/raw/etrade/portfolio_lot_level/20260616-170446-98736df49fee-PositionsLotLevel.csv,2026-06-16 19:58:00,EST,900001003,x1003,Partnership / LLC / LLP - x1003,AGX +13 Shares (2 lots),AGX,13,2,01/24/2025,Mixed term,22.2223846154,69.039,0.152,69.039,0.152,22.2223846154,1.976,608.616,897.507,68.5,69.2,2026-09-03
