ActivityDate,ActivityDateTime,AccountId,MaskedAccount,AccountLabel,IncomeType,Description,Symbol,Amount,SourceHash,RawStoredPath
2024-09-12,2024-09-12 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of MSFT @ $0,MSFT,7.575,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-09-18,2024-09-18 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of POWL @ $0,POWL,4.876,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-09-30,2024-09-30 03:00:00,900001002,x1002,Individual Brokerage - x1002,Interest,MORGAN STANLEY BANK N.A. (Period 09/01-09/30),,0.001,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2024-09-30,2024-09-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest,MORGAN STANLEY PRIVATE BANK NA (Period 09/01-09/30),,0.041,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-09-30,2024-09-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VUG @ $0,VUG,2.364,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-09-30,2024-09-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest,MORGAN STANLEY BANK N.A. (Period 09/01-09/30),,0.069,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-10-04,2024-10-04 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of TLT @ $0,TLT,11.051,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-10-31,2024-10-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest,MORGAN STANLEY PRIVATE BANK NA (Period 10/01-10/31),,0.003,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-10-31,2024-10-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest,MORGAN STANLEY BANK N.A. (Period 10/01-10/31),,0.034,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-11-15,2024-11-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 11/15/24 PAY 11/15/24 RATE 0.00000000 QTY 0.00000000,,10.625,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-11-29,2024-11-29 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 11/01-11/30),,0.005,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-11-29,2024-11-29 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 11/01-11/30),,0.058,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-10,2024-12-10 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 12/01-12/09),,0.017,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-12,2024-12-12 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,MICROSOFT CORP REC 12/12/24 PAY 12/12/24 RATE 0.00000000 QTY 0.00000000,,2.241,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-12-16,2024-12-16 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ALPHABET INC CL C REC 12/16/24 PAY 12/16/24 RATE 0.00000000 QTY 0.00000000,,1.66,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-12-16,2024-12-16 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SCHD @ $0,SCHD,28.09,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-18,2024-12-18 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,POWELL IND INC REC 12/18/24 PAY 12/18/24 RATE 0.00000000 QTY 0.00000000,,4.187,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2024-12-18,2024-12-18 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,POWELL IND INC REC 12/18/24 PAY 12/18/24 RATE 0.00000000 QTY 0.00000000,,2.491,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-26,2024-12-26 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VBR @ $0,VBR,24.659,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-26,2024-12-26 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VUG @ $0,VUG,2.779,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2024-12-31,2024-12-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 12/01-12/31),,0.002,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-01-31,2025-01-31 03:00:00,900001002,x1002,Individual Brokerage - x1002,Interest Income,MORGAN STANLEY BANK N.A. (Period 01/01-01/31),,0.001,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2025-01-31,2025-01-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 01/31/25 PAY 01/31/25 RATE 0.00000000 QTY 0.00000000,,4.125,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-01-31,2025-01-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 01/01-01/31),,0.007,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-01-31,2025-01-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 01/01-01/31),,0.003,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-02-18,2025-02-18 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 02/18/25 PAY 02/18/25 RATE 0.00000000 QTY 0.00000000,,6.875,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-02-28,2025-02-28 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 02/01-02/28),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-02-28,2025-02-28 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 02/01-02/28),,0.006,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-03-17,2025-03-17 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ALPHABET INC CL C REC 03/17/25 PAY 03/17/25 RATE 0.00000000 QTY 0.00000000,,2.86,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-03-19,2025-03-19 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,POWELL IND INC REC 03/19/25 PAY 03/19/25 RATE 0.00000000 QTY 0.00000000,,3.424,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-03-19,2025-03-19 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,POWELL IND INC REC 03/19/25 PAY 03/19/25 RATE 0.00000000 QTY 0.00000000,,2.515,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-03-21,2025-03-21 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of IWF @ $0,IWF,2.692,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-03-31,2025-03-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 03/01-03/31),,0.003,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-03-31,2025-03-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VUG @ $0,VUG,2.6,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-03-31,2025-03-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 03/01-03/31),,0.006,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-04-01,2025-04-01 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,ALLSTATE CORP REC 04/01/25 PAY 04/01/25 RATE 0.00000000 QTY 0.00000000,,6.2,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-04-30,2025-04-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 04/30/25 PAY 04/30/25 RATE 0.00000000 QTY 0.00000000,,6.413,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-04-30,2025-04-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 04/01-04/30),,0.002,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-04-30,2025-04-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 04/01-04/30),,0.007,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-05-05,2025-05-05 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of VGSH @ $0,VGSH,3.47,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-05-15,2025-05-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 05/15/25 PAY 05/15/25 RATE 0.00000000 QTY 0.00000000,,8.25,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-05-30,2025-05-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 05/01-05/31),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-05-30,2025-05-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 05/01-05/31),,0.021,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-06-04,2025-06-04 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of VGSH @ $0,VGSH,3.581,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-06-16,2025-06-16 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ALPHABET INC CL C REC 06/16/25 PAY 06/16/25 RATE 0.00000000 QTY 0.00000000,,0.168,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-06-18,2025-06-18 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,POWELL IND INC REC 06/18/25 PAY 06/18/25 RATE 0.00000000 QTY 0.00000000,,3.157,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-06-18,2025-06-18 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,POWELL IND INC REC 06/18/25 PAY 06/18/25 RATE 0.00000000 QTY 0.00000000,,2.515,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-06-20,2025-06-20 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of IWF @ $0,IWF,1.577,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-06-30,2025-06-30 03:00:00,900001002,x1002,Individual Brokerage - x1002,Interest Income,MORGAN STANLEY BANK N.A. (Period 06/01-06/30),,0.001,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2025-06-30,2025-06-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 06/01-06/30),,0.002,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-06-30,2025-06-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 06/01-06/30),,0.025,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-07-01,2025-07-01 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of QQQE @ $0,QQQE,0.355,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-07-01,2025-07-01 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,ALLSTATE CORP REC 07/01/25 PAY 07/01/25 RATE 0.00000000 QTY 0.00000000,,3,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-07-07,2025-07-07 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of SHLD @ $0,SHLD,4.155,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-07-07,2025-07-07 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SHLD @ $0,SHLD,3.917,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-07-31,2025-07-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of QQQ @ $0,QQQ,1.478,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-07-31,2025-07-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 07/31/25 PAY 07/31/25 RATE 0.00000000 QTY 0.00000000,,4.5,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-07-31,2025-07-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 07/01-07/31),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-07-31,2025-07-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 07/01-07/31),,0.004,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-08-15,2025-08-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 08/15/25 PAY 08/15/25 RATE 0.00000000 QTY 0.00000000,,9.75,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-08-29,2025-08-29 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 08/01-08/31),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-08-29,2025-08-29 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 08/01-08/31),,0.004,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-09-17,2025-09-17 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,POWELL IND INC REC 09/17/25 PAY 09/17/25 RATE 0.00000000 QTY 0.00000000,,3.371,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-09-17,2025-09-17 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,POWELL IND INC REC 09/17/25 PAY 09/17/25 RATE 0.00000000 QTY 0.00000000,,2.515,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-09-19,2025-09-19 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 09/01-09/18),,0.002,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-09-30,2025-09-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 09/22-09/30),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-09-30,2025-09-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 09/01-09/30),,0.008,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-10-01,2025-10-01 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,ALLSTATE CORP REC 10/01/25 PAY 10/01/25 RATE 0.00000000 QTY 0.00000000,,3,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-10-28,2025-10-28 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 10/01-10/27),,0.018,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-10-30,2025-10-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of GDE @ $0,GDE,153.72,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-10-30,2025-10-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of GDMN @ $0,GDMN,20.565,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-10-31,2025-10-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 10/31/25 PAY 10/31/25 RATE 0.00000000 QTY 0.00000000,,6,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-10-31,2025-10-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 10/01-10/31),,0.001,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-11-05,2025-11-05 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,3.304,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-11-17,2025-11-17 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 11/17/25 PAY 11/17/25 RATE 0.00000000 QTY 0.00000000,,7.5,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-11-28,2025-11-28 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 11/01-11/30),,0.009,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-03,2025-12-03 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,3.245,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-15,2025-12-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ALPHABET INC CL C REC 12/15/25 PAY 12/15/25 RATE 0.00000000 QTY 0.00000000,,0.21,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-12-17,2025-12-17 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,POWELL IND INC REC 12/17/25 PAY 12/17/25 RATE 0.00000000 QTY 0.00000000,,0.535,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-12-17,2025-12-17 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,POWELL IND INC REC 12/17/25 PAY 12/17/25 RATE 0.00000000 QTY 0.00000000,,0.803,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-22,2025-12-22 03:00:00,900001002,x1002,Individual Brokerage - x1002,Qualified Dividend,NEWMONT CORPORATION REC 12/22/25 PAY 12/22/25 RATE 0.00000000 QTY 0.00000000,,0.025,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2025-12-22,2025-12-22 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,3.33,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-24,2025-12-24 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VOO @ $0,VOO,1.948,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-24,2025-12-24 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VTI @ $0,VTI,4.279,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-26,2025-12-26 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of SPMO @ $0,SPMO,0.727,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-12-30,2025-12-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of GDMN @ $0,GDMN,1.185,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
